Entity,Code,Year,Wind Capacity
North America,,2002,4.705
North America,,2003,6.364
North America,,2004,6.918
North America,,2005,9.401
North America,,2006,12.853
North America,,2007,18.456
North America,,2008,27.088
North America,,2009,38.003
North America,,2010,43.621
North America,,2011,51.542
North America,,2012,67.091
North America,,2013,69.896
North America,,2014,76.495
North America,,2015,87.05802
North America,,2016,97.31
North America,,2017,104.19898
North America,,2018,112.108775
North America,,2019,123.574875
North America,,2020,139.449
Norway,NOR,1997,0.005
Norway,NOR,1998,0.008
Norway,NOR,1999,0.013
Norway,NOR,2000,0.013
Norway,NOR,2001,0.013
Norway,NOR,2002,0.097
Norway,NOR,2003,0.097
Norway,NOR,2004,0.152
Norway,NOR,2005,0.265
Norway,NOR,2006,0.284
Norway,NOR,2007,0.348
Norway,NOR,2008,0.395
Norway,NOR,2009,0.423
Norway,NOR,2010,0.425
Norway,NOR,2011,0.512
Norway,NOR,2012,0.705
Norway,NOR,2013,0.818
Norway,NOR,2014,0.863
Norway,NOR,2015,0.867
Norway,NOR,2016,0.883
Norway,NOR,2017,1.207
Norway,NOR,2018,1.7103
Norway,NOR,2019,2.914
Norway,NOR,2020,3.977
Other Africa,,1997,0
Other Africa,,1998,0
Other Africa,,1999,0
Other Africa,,2000,0.0004
Other Africa,,2001,0.0004
Other Africa,,2002,0.00346
Other Africa,,2003,0.00504
Other Africa,,2004,0.00496
Other Africa,,2005,0.00518
Other Africa,,2006,0.00488
Other Africa,,2007,0.00572
Other Africa,,2008,0.00572
Other Africa,,2009,0.00665
Other Africa,,2010,0.012317
Other Africa,,2011,0.108522
Other Africa,,2012,0.121814
Other Africa,,2013,0.222204
Other Africa,,2014,0.233768
Other Africa,,2015,0.452
Other Africa,,2016,0.465
Other Africa,,2017,0.47
Other Africa,,2018,0.781
Other Africa,,2019,0.831
Other Africa,,2020,0.831
Other Asia Pacific,,1997,0.004
Other Asia Pacific,,1998,0.004
Other Asia Pacific,,1999,0.006
Other Asia Pacific,,2000,0.007
Other Asia Pacific,,2001,0.0076
Other Asia Pacific,,2002,0.0098
Other Asia Pacific,,2003,0.0144
Other Asia Pacific,,2004,0.0258
Other Asia Pacific,,2005,0.0258
Other Asia Pacific,,2006,0.0322
Other Asia Pacific,,2007,0.0473
Other Asia Pacific,,2008,0.054126
Other Asia Pacific,,2009,0.066646
Other Asia Pacific,,2010,0.117176
Other Asia Pacific,,2011,0.128041
Other Asia Pacific,,2012,0.161274
Other Asia Pacific,,2013,0.237414
Other Asia Pacific,,2014,0.279004
Other Asia Pacific,,2015,0.373816
Other Asia Pacific,,2016,0.398291
Other Asia Pacific,,2017,0.497188
Other Asia Pacific,,2018,0.723927
Other Asia Pacific,,2019,0.926724
Other Asia Pacific,,2020,1.23
Other CIS,,2000,0
Other CIS,,2001,0
Other CIS,,2002,0
Other CIS,,2003,0
Other CIS,,2004,0
Other CIS,,2005,0.0026
Other CIS,,2006,0.0026
Other CIS,,2007,0.0026
Other CIS,,2008,0.0026
Other CIS,,2009,0.0046
Other CIS,,2010,0.00464
Other CIS,,2011,0.00264
Other CIS,,2012,0.00414
Other CIS,,2013,0.00934
Other CIS,,2014,0.05815
Other CIS,,2015,0.083
Other CIS,,2016,0.138
Other CIS,,2017,0.153
Other CIS,,2018,0.212
Other CIS,,2019,0.375
Other CIS,,2020,0.577
Other Europe,,1997,0.02
Other Europe,,1998,0.022
Other Europe,,1999,0.025
Other Europe,,2000,0.021385
Other Europe,,2001,0.022603
Other Europe,,2002,0.050581
Other Europe,,2003,0.072336
Other Europe,,2004,0.107872
Other Europe,,2005,0.156396
Other Europe,,2006,0.234856
Other Europe,,2007,0.368997
Other Europe,,2008,0.524378
Other Europe,,2009,0.76341
Other Europe,,2010,1.030161
Other Europe,,2011,1.323266
Other Europe,,2012,1.624712
Other Europe,,2013,1.719338
Other Europe,,2014,1.892336
Other Europe,,2015,2.237595
Other Europe,,2016,2.49269
Other Europe,,2017,2.764529
Other Europe,,2018,3.135526
Other Europe,,2019,3.44768
Other Europe,,2020,3.651
Other Middle East,,1997,0
Other Middle East,,1998,0
Other Middle East,,1999,0
Other Middle East,,2000,0
Other Middle East,,2001,0
Other Middle East,,2002,0.006
Other Middle East,,2003,0.006
Other Middle East,,2004,0.0066
Other Middle East,,2005,0.0066
Other Middle East,,2006,0.0066
Other Middle East,,2007,0.0066
Other Middle East,,2008,0.0073
Other Middle East,,2009,0.0073
Other Middle East,,2010,0.0073
Other Middle East,,2011,0.0073
Other Middle East,,2012,0.0078
Other Middle East,,2013,0.0102
Other Middle East,,2014,0.012
Other Middle East,,2015,0.01438
Other Middle East,,2016,0.03406
Other Middle East,,2017,0.0466
Other Middle East,,2018,0.047
Other Middle East,,2019,0.0968
Other Middle East,,2020,0.097
Other South & Central America,,1997,0.006
Other South & Central America,,1998,0.006
Other South & Central America,,1999,0.007
Other South & Central America,,2000,0.0118
Other South & Central America,,2001,0.0208
Other South & Central America,,2002,0.0241
Other South & Central America,,2003,0.0322
Other South & Central America,,2004,0.074
Other South & Central America,,2005,0.0657
Other South & Central America,,2006,0.0756
Other South & Central America,,2007,0.0805
Other South & Central America,,2008,0.0829
Other South & Central America,,2009,0.1639
Other South & Central America,,2010,0.2109
Other South & Central America,,2011,0.3512
Other South & Central America,,2012,0.6376
Other South & Central America,,2013,0.7186
Other South & Central America,,2014,0.9644
Other South & Central America,,2015,1.380094
Other South & Central America,,2016,1.60586
Other South & Central America,,2017,1.571798
Other South & Central America,,2018,1.813138
Other South & Central America,,2019,2.053597
Other South & Central America,,2020,2.545
Pakistan,PAK,1997,0
Pakistan,PAK,1998,0
Pakistan,PAK,1999,0
Pakistan,PAK,2000,0
Pakistan,PAK,2001,0
Pakistan,PAK,2002,0
Pakistan,PAK,2003,0
Pakistan,PAK,2004,0
Pakistan,PAK,2005,0
Pakistan,PAK,2006,0
Pakistan,PAK,2007,0
Pakistan,PAK,2008,0.006
Pakistan,PAK,2009,0.006
Pakistan,PAK,2010,0.006
Pakistan,PAK,2011,0.006
Pakistan,PAK,2012,0.056155
Pakistan,PAK,2013,0.106055
Pakistan,PAK,2014,0.205555
Pakistan,PAK,2015,0.308355
Pakistan,PAK,2016,0.590655
Pakistan,PAK,2017,0.789155
Pakistan,PAK,2018,1.185855
Pakistan,PAK,2019,1.235855
Pakistan,PAK,2020,1.236
Philippines,PHL,1997,0
Philippines,PHL,1998,0
Philippines,PHL,1999,0
Philippines,PHL,2000,0
Philippines,PHL,2001,0
Philippines,PHL,2002,0
Philippines,PHL,2003,0
Philippines,PHL,2004,0
Philippines,PHL,2005,0.033
Philippines,PHL,2006,0.033
Philippines,PHL,2007,0.033
Philippines,PHL,2008,0.033
Philippines,PHL,2009,0.033
Philippines,PHL,2010,0.033
Philippines,PHL,2011,0.033
Philippines,PHL,2012,0.033
Philippines,PHL,2013,0.033
Philippines,PHL,2014,0.3369
Philippines,PHL,2015,0.4269
Philippines,PHL,2016,0.4269
Philippines,PHL,2017,0.4269
Philippines,PHL,2018,0.4269
Philippines,PHL,2019,0.443
Philippines,PHL,2020,0.443
Poland,POL,1997,0.002
Poland,POL,1998,0.002
Poland,POL,1999,0.002
Poland,POL,2000,0.004
Poland,POL,2001,0.019
Poland,POL,2002,0.032
Poland,POL,2003,0.035
Poland,POL,2004,0.04
Poland,POL,2005,0.121
Poland,POL,2006,0.172
Poland,POL,2007,0.306
Poland,POL,2008,0.526
Poland,POL,2009,0.709
Poland,POL,2010,1.108
Poland,POL,2011,1.8
Poland,POL,2012,2.564
Poland,POL,2013,3.429
Poland,POL,2014,3.836
Poland,POL,2015,4.886
Poland,POL,2016,5.747
Poland,POL,2017,5.759357
Poland,POL,2018,5.766078
Poland,POL,2019,5.837
Poland,POL,2020,6.267
Portugal,PRT,1997,0.039
Portugal,PRT,1998,0.051
Portugal,PRT,1999,0.061
Portugal,PRT,2000,0.083
Portugal,PRT,2001,0.125
Portugal,PRT,2002,0.19
Portugal,PRT,2003,0.268
Portugal,PRT,2004,0.553
Portugal,PRT,2005,1.064
Portugal,PRT,2006,1.681
Portugal,PRT,2007,2.201
Portugal,PRT,2008,2.857
Portugal,PRT,2009,3.326
Portugal,PRT,2010,3.796
Portugal,PRT,2011,4.256215
Portugal,PRT,2012,4.411552
Portugal,PRT,2013,4.609949
Portugal,PRT,2014,4.856556
Portugal,PRT,2015,4.936838
Portugal,PRT,2016,5.124103
Portugal,PRT,2017,5.124105
Portugal,PRT,2018,5.172359
Portugal,PRT,2019,5.223
Portugal,PRT,2020,5.239
Romania,ROU,1997,0
Romania,ROU,1998,0
Romania,ROU,1999,0
Romania,ROU,2000,0
Romania,ROU,2001,0
Romania,ROU,2002,0
Romania,ROU,2003,0
Romania,ROU,2004,0
Romania,ROU,2005,0.001
Romania,ROU,2006,0.001
Romania,ROU,2007,0.003
Romania,ROU,2008,0.005
Romania,ROU,2009,0.015
Romania,ROU,2010,0.389
Romania,ROU,2011,0.988
Romania,ROU,2012,1.822
Romania,ROU,2013,2.773
Romania,ROU,2014,3.244
Romania,ROU,2015,3.13
Romania,ROU,2016,3.025
Romania,ROU,2017,3.029798
Romania,ROU,2018,3.032258
Romania,ROU,2019,3.038
Romania,ROU,2020,3.023
Russia,RUS,2000,0.003
Russia,RUS,2001,0.003
Russia,RUS,2002,0.007
Russia,RUS,2003,0.009
Russia,RUS,2004,0.009
Russia,RUS,2005,0.01
Russia,RUS,2006,0.01
Russia,RUS,2007,0.01
Russia,RUS,2008,0.01
Russia,RUS,2009,0.01
Russia,RUS,2010,0.01
Russia,RUS,2011,0.01
Russia,RUS,2012,0.01
Russia,RUS,2013,0.01
Russia,RUS,2014,0.01
Russia,RUS,2015,0.0109
Russia,RUS,2016,0.0109
Russia,RUS,2017,0.0109
Russia,RUS,2018,0.0519
Russia,RUS,2019,0.1019
Russia,RUS,2020,0.945
South & Central America,,1997,0.042
South & Central America,,1998,0.066
South & Central America,,1999,0.078
South & Central America,,2000,0.0904
South & Central America,,2001,0.1339
South & Central America,,2002,0.1362
South & Central America,,2003,0.1525
South & Central America,,2004,0.1964
South & Central America,,2005,0.1931
South & Central America,,2006,0.411
South & Central America,,2007,0.4452
South & Central America,,2008,0.6132
South & Central America,,2009,1.1069
South & Central America,,2010,1.4889
South & Central America,,2011,2.1972
South & Central America,,2012,3.0713
South & Central America,,2013,3.6191
South & Central America,,2014,7.4814
South & Central America,,2015,11.245
South & Central America,,2016,14.491
South & Central America,,2017,17.327
South & Central America,,2018,20.849
South & Central America,,2019,22.646
South & Central America,,2020,26.424
South Africa,ZAF,1997,0
South Africa,ZAF,1998,0
South Africa,ZAF,1999,0
South Africa,ZAF,2000,0
South Africa,ZAF,2001,0
South Africa,ZAF,2002,0.0032
South Africa,ZAF,2003,0.0032
South Africa,ZAF,2004,0.0032
South Africa,ZAF,2005,0.0032
South Africa,ZAF,2006,0.0032
South Africa,ZAF,2007,0.0032
South Africa,ZAF,2008,0.0084
South Africa,ZAF,2009,0.0084
South Africa,ZAF,2010,0.01016
South Africa,ZAF,2011,0.01016
South Africa,ZAF,2012,0.01016
South Africa,ZAF,2013,0.257
South Africa,ZAF,2014,0.569
South Africa,ZAF,2015,1.079
South Africa,ZAF,2016,1.473
South Africa,ZAF,2017,2.094
South Africa,ZAF,2018,2.094
South Africa,ZAF,2019,2.094
South Africa,ZAF,2020,2.636
South Korea,KOR,1997,0.001
South Korea,KOR,1998,0.001
South Korea,KOR,1999,0.005
South Korea,KOR,2000,0.007
South Korea,KOR,2001,0.011
South Korea,KOR,2002,0.013
South Korea,KOR,2003,0.019
South Korea,KOR,2004,0.029
South Korea,KOR,2005,0.099
South Korea,KOR,2006,0.178
South Korea,KOR,2007,0.196
South Korea,KOR,2008,0.304
South Korea,KOR,2009,0.351
South Korea,KOR,2010,0.382
South Korea,KOR,2011,0.425
South Korea,KOR,2012,0.464
South Korea,KOR,2013,0.576
South Korea,KOR,2014,0.612
South Korea,KOR,2015,0.847
South Korea,KOR,2016,1.067
South Korea,KOR,2017,1.215
South Korea,KOR,2018,1.42033
South Korea,KOR,2019,1.512221
South Korea,KOR,2020,1.636
Spain,ESP,1997,0.512
Spain,ESP,1998,0.723
Spain,ESP,1999,1.408
Spain,ESP,2000,2.206
Spain,ESP,2001,3.397
Spain,ESP,2002,4.891
Spain,ESP,2003,5.945
Spain,ESP,2004,8.317
Spain,ESP,2005,9.918
Spain,ESP,2006,11.722
Spain,ESP,2007,14.82
Spain,ESP,2008,16.555
Spain,ESP,2009,19.176
Spain,ESP,2010,20.693
Spain,ESP,2011,21.529
Spain,ESP,2012,22.789
Spain,ESP,2013,22.958
Spain,ESP,2014,22.925
Spain,ESP,2015,22.943
Spain,ESP,2016,22.99
Spain,ESP,2017,23.124479
Spain,ESP,2018,23.405055
Spain,ESP,2019,25.583
Spain,ESP,2020,27.089
Sweden,SWE,1997,0.122
Sweden,SWE,1998,0.176
Sweden,SWE,1999,0.22
Sweden,SWE,2000,0.209
Sweden,SWE,2001,0.295
Sweden,SWE,2002,0.357
Sweden,SWE,2003,0.417
Sweden,SWE,2004,0.475
Sweden,SWE,2005,0.522
Sweden,SWE,2006,0.585
Sweden,SWE,2007,0.823
Sweden,SWE,2008,1.089
Sweden,SWE,2009,1.475
Sweden,SWE,2010,2.017
Sweden,SWE,2011,2.764
Sweden,SWE,2012,3.606
Sweden,SWE,2013,4.194
Sweden,SWE,2014,5.088
Sweden,SWE,2015,5.819
Sweden,SWE,2016,6.435
Sweden,SWE,2017,6.611
Sweden,SWE,2018,7.3
Sweden,SWE,2019,8.681
Sweden,SWE,2020,9.688
Taiwan,TWN,1997,0.001
Taiwan,TWN,1998,0.001
Taiwan,TWN,1999,0.001
Taiwan,TWN,2000,0.0026
Taiwan,TWN,2001,0.005
Taiwan,TWN,2002,0.0085
Taiwan,TWN,2003,0.0085
Taiwan,TWN,2004,0.0085
Taiwan,TWN,2005,0.0239
Taiwan,TWN,2006,0.102
Taiwan,TWN,2007,0.186
Taiwan,TWN,2008,0.2504
Taiwan,TWN,2009,0.3743
Taiwan,TWN,2010,0.4759
Taiwan,TWN,2011,0.5227
Taiwan,TWN,2012,0.571
Taiwan,TWN,2013,0.6142
Taiwan,TWN,2014,0.6372
Taiwan,TWN,2015,0.6467
Taiwan,TWN,2016,0.682
Taiwan,TWN,2017,0.692
Taiwan,TWN,2018,0.713191
Taiwan,TWN,2019,0.8452
Taiwan,TWN,2020,0.845
Thailand,THA,1997,0
Thailand,THA,1998,0
Thailand,THA,1999,0
Thailand,THA,2000,0
Thailand,THA,2001,0
Thailand,THA,2002,0
Thailand,THA,2003,0
Thailand,THA,2004,0
Thailand,THA,2005,0
Thailand,THA,2006,0.0003
Thailand,THA,2007,0.0009
Thailand,THA,2008,0.0011
Thailand,THA,2009,0.0051
Thailand,THA,2010,0.0056
Thailand,THA,2011,0.0073
Thailand,THA,2012,0.1117
Thailand,THA,2013,0.2227
Thailand,THA,2014,0.2245
Thailand,THA,2015,0.2339
Thailand,THA,2016,0.50704
Thailand,THA,2017,0.62782
Thailand,THA,2018,1.10282
Thailand,THA,2019,1.50682
Thailand,THA,2020,1.507
Tunisia,TUN,1997,0
Tunisia,TUN,1998,0.002
Tunisia,TUN,1999,0.008
Tunisia,TUN,2000,0.01
Tunisia,TUN,2001,0.01
Tunisia,TUN,2002,0.01
Tunisia,TUN,2003,0.019
Tunisia,TUN,2004,0.019
Tunisia,TUN,2005,0.019
Tunisia,TUN,2006,0.019
Tunisia,TUN,2007,0.019
Tunisia,TUN,2008,0.019
Tunisia,TUN,2009,0.053
Tunisia,TUN,2010,0.053
Tunisia,TUN,2011,0.053
Tunisia,TUN,2012,0.173
Tunisia,TUN,2013,0.2
Tunisia,TUN,2014,0.233
Tunisia,TUN,2015,0.244
Tunisia,TUN,2016,0.244
Tunisia,TUN,2017,0.244
Tunisia,TUN,2018,0.244
Tunisia,TUN,2019,0.244
Tunisia,TUN,2020,0.244
Turkey,TUR,1997,0.009
Turkey,TUR,1998,0.009
Turkey,TUR,1999,0.009
Turkey,TUR,2000,0.019
Turkey,TUR,2001,0.019
Turkey,TUR,2002,0.019
Turkey,TUR,2003,0.019
Turkey,TUR,2004,0.019
Turkey,TUR,2005,0.021
Turkey,TUR,2006,0.059
Turkey,TUR,2007,0.146
Turkey,TUR,2008,0.364
Turkey,TUR,2009,0.792
Turkey,TUR,2010,1.32
Turkey,TUR,2011,1.729
Turkey,TUR,2012,2.261
Turkey,TUR,2013,2.76
Turkey,TUR,2014,3.63
Turkey,TUR,2015,4.503
Turkey,TUR,2016,5.751
Turkey,TUR,2017,6.51615
Turkey,TUR,2018,7.00535
Turkey,TUR,2019,7.59115
Turkey,TUR,2020,8.832
Ukraine,UKR,2000,0.005
Ukraine,UKR,2001,0.0362
Ukraine,UKR,2002,0.0462
Ukraine,UKR,2003,0.0544
Ukraine,UKR,2004,0.0714
Ukraine,UKR,2005,0.0766
Ukraine,UKR,2006,0.0766
Ukraine,UKR,2007,0.082
Ukraine,UKR,2008,0.083
Ukraine,UKR,2009,0.086
Ukraine,UKR,2010,0.088
Ukraine,UKR,2011,0.146
Ukraine,UKR,2012,0.248
Ukraine,UKR,2013,0.362
Ukraine,UKR,2014,0.5139
Ukraine,UKR,2015,0.5139
Ukraine,UKR,2016,0.526
Ukraine,UKR,2017,0.553
Ukraine,UKR,2018,0.62077
Ukraine,UKR,2019,1.25777
Ukraine,UKR,2020,1.402
United Kingdom,GBR,1997,0.328
United Kingdom,GBR,1998,0.338
United Kingdom,GBR,1999,0.362
United Kingdom,GBR,2000,0.412
United Kingdom,GBR,2001,0.493
United Kingdom,GBR,2002,0.534
United Kingdom,GBR,2003,0.742
United Kingdom,GBR,2004,0.933
United Kingdom,GBR,2005,1.565
United Kingdom,GBR,2006,1.955
United Kingdom,GBR,2007,2.477
United Kingdom,GBR,2008,3.446
United Kingdom,GBR,2009,4.422
United Kingdom,GBR,2010,5.4212
United Kingdom,GBR,2011,6.5963
United Kingdom,GBR,2012,9.0304
United Kingdom,GBR,2013,11.2823
United Kingdom,GBR,2014,13.074
United Kingdom,GBR,2015,14.305634
United Kingdom,GBR,2016,16.125696
United Kingdom,GBR,2017,19.584758
United Kingdom,GBR,2018,21.767
United Kingdom,GBR,2019,24.095
United Kingdom,GBR,2020,24.665
United States,USA,1997,1.611
United States,USA,1998,2.141
United States,USA,1999,2.445
United States,USA,2000,2.377
United States,USA,2001,3.864
United States,USA,2002,4.417
United States,USA,2003,5.995
United States,USA,2004,6.456
United States,USA,2005,8.706
United States,USA,2006,11.329
United States,USA,2007,16.515
United States,USA,2008,24.651
United States,USA,2009,34.296
United States,USA,2010,39.135
United States,USA,2011,45.676
United States,USA,2012,59.075
United States,USA,2013,59.973
United States,USA,2014,64.232
United States,USA,2015,72.57302
United States,USA,2016,81.286
United States,USA,2017,87.597
United States,USA,2018,94.4174
United States,USA,2019,103.571
United States,USA,2020,117.744
Uruguay,URY,1997,0
Uruguay,URY,1998,0
Uruguay,URY,1999,0
Uruguay,URY,2000,0
Uruguay,URY,2001,0
Uruguay,URY,2002,0
Uruguay,URY,2003,0
Uruguay,URY,2004,0
Uruguay,URY,2005,0
Uruguay,URY,2006,0
Uruguay,URY,2007,0
Uruguay,URY,2008,0.0146
Uruguay,URY,2009,0.0306
Uruguay,URY,2010,0.0406
Uruguay,URY,2011,0.0436
Uruguay,URY,2012,0.0526
Uruguay,URY,2013,0.0594
Uruguay,URY,2014,0.4813
Uruguay,URY,2015,0.856766
Uruguay,URY,2016,1.211
Uruguay,URY,2017,1.511
Uruguay,URY,2018,1.511
Uruguay,URY,2019,1.514
Uruguay,URY,2020,1.514
World,OWID_WRL,1995,4.778
World,OWID_WRL,1996,6.07
World,OWID_WRL,1997,7.623075
World,OWID_WRL,1998,9.936175
World,OWID_WRL,1999,13.426555
World,OWID_WRL,2000,17.3037
World,OWID_WRL,2001,23.9764
World,OWID_WRL,2002,30.97946
World,OWID_WRL,2003,38.39174
World,OWID_WRL,2004,46.91076
World,OWID_WRL,2005,58.44138
World,OWID_WRL,2006,73.15198
World,OWID_WRL,2007,91.49622
World,OWID_WRL,2008,115.347574
World,OWID_WRL,2009,150.165004
World,OWID_WRL,2010,180.923871
World,OWID_WRL,2011,220.120263
World,OWID_WRL,2012,267.096716
World,OWID_WRL,2013,300.286743
World,OWID_WRL,2014,349.671007
World,OWID_WRL,2015,416.244731
World,OWID_WRL,2016,466.861116
World,OWID_WRL,2017,514.37403
World,OWID_WRL,2018,563.829025
World,OWID_WRL,2019,622.248925
World,OWID_WRL,2020,733.276